CRAC_P001396_1;P001396_s3D_FINAL_FSL_5_4-corr.nii;P001396_RS_EPI_SOFT_31F_SENSE_FSL_4_1.nii;SCANPHYSLOG20130823162312.log;P001396_s3D_FINAL_FSL_5_4.nii.gz
CRAC_P001395_1;P001395_s3D_FINAL_FSL_5_4-corr.nii;P001395_RS_EPI_SOFT_31F_SENSE_FSL_4_1.nii;SCANPHYSLOG20130823151938.log;P001395_s3D_FINAL_FSL_5_4.nii.gz
